YEAR,PSP,SITE,LAYER,C_STOCKS,UTMX,UTMY,STAND_AGE,BASAL_AREA,DOM_HEIGHT,SPECIES_RICHNESS,SHANNON_INDEX,GAP_FRACTION,CANOPY_COVER,ELEVATION,SLOPE,ASPECT,CONDITION,LAYER_NUM,CON_NUM
2013,16,4,FH,7.647199494,542627.491,2279305.654,4,8.415093277,11.99,5,1.136615353,22.678185,77.321815,2022.579956,17.32559967,24.35560036,Managed,2,1
2013,17,1,L,0.989925674,541924.1212,2279067.951,14,14.66128964,14.13,4,0.451384089,24.302788,75.697212,2011.23999,13.14550018,233.6640015,Managed,1,1
2013,17,1,FH,3.040112212,541924.1212,2279067.951,14,14.66128964,14.13,4,0.451384089,24.302788,75.697212,2011.23999,13.14550018,233.6640015,Managed,2,1
2013,17,2,L,1.985733985,541931.8137,2279117.439,14,21.02180174,17.72,6,0.884397425,10.120483,89.879517,2019.650024,11.77089977,287.605011,Managed,1,1
2013,17,2,FH,5.279256265,541931.8137,2279117.439,14,21.02180174,17.72,6,0.884397425,10.120483,89.879517,2019.650024,11.77089977,287.605011,Managed,2,1
2013,17,3,L,1.567324583,541951.1904,2279034.927,14,18.51988504,16.92,5,0.872506218,9.44088,90.55912,2015.589966,27.5855999,204.7369995,Managed,1,1
2013,17,3,FH,6.397280279,541951.1904,2279034.927,14,18.51988504,16.92,5,0.872506218,9.44088,90.55912,2015.589966,27.5855999,204.7369995,Managed,2,1
2013,17,4,L,1.706867166,541875.6091,2279049.902,80,41.80904153,19.47,7,1.653574556,6.657013,93.342987,2026.819946,23.27280045,43.98920059,Unmanaged,1,2
2013,17,4,FH,13.68444108,541875.6091,2279049.902,80,41.80904153,19.47,7,1.653574556,6.657013,93.342987,2026.819946,23.27280045,43.98920059,Unmanaged,2,2
2013,18,1,L,3.408044967,542171.9902,2279075.98,14,21.60707977,15.62,4,0.706876886,37.22142,62.77858,2048.780029,5.495800018,106.737999,Managed,1,1
2013,18,1,FH,12.92548419,542171.9902,2279075.98,14,21.60707977,15.62,4,0.706876886,37.22142,62.77858,2048.780029,5.495800018,106.737999,Managed,2,1
2013,18,2,L,2.901285512,542179.9855,2279129.122,16,23.58968909,15.15,3,0.664385572,4.87294,95.12706,2049.590088,7.097300053,105.5599976,Managed,1,1
2013,18,2,FH,6.492943782,542179.9855,2279129.122,16,23.58968909,15.15,3,0.664385572,4.87294,95.12706,2049.590088,7.097300053,105.5599976,Managed,2,1
2013,18,3,L,3.030961747,542206.5552,2279045.742,14,27.53574545,15.95,2,0.146144746,20.578964,79.421036,2043.23999,9.595899582,95.79329681,Managed,1,1
2013,18,3,FH,14.48451359,542206.5552,2279045.742,14,27.53574545,15.95,2,0.146144746,20.578964,79.421036,2043.23999,9.595899582,95.79329681,Managed,2,1
2013,18,4,L,1.795294229,542129.5111,2279062.262,14,21.73622797,14.87,4,0.760457866,8.485504,91.514496,2049.080078,6.019299984,183.4909973,Managed,1,1
2013,18,4,FH,7.627569386,542129.5111,2279062.262,14,21.73622797,14.87,4,0.760457866,8.485504,91.514496,2049.080078,6.019299984,183.4909973,Managed,2,1
2013,19,2,L,2.0546521,542437.1507,2279127.771,17,29.2452091,20.54,3,0.273573794,2.432281,97.567719,2013.689941,16.40559959,272.6659851,Managed,1,1
2013,19,2,FH,5.380932374,542437.1507,2279127.771,17,29.2452091,20.54,3,0.273573794,2.432281,97.567719,2013.689941,16.40559959,272.6659851,Managed,2,1
2013,19,3,L,1.598225383,542460.1606,2279051.688,15,21.40276348,14.74,5,0.687024761,5.365334,94.634666,2015.449951,12.1967001,244.6900024,Managed,1,1
2013,19,3,FH,6.629116239,542460.1606,2279051.688,15,21.40276348,14.74,5,0.687024761,5.365334,94.634666,2015.449951,12.1967001,244.6900024,Managed,2,1
2013,19,4,L,1.73986745,542377.0004,2279055.464,15,26.25737739,16.1,5,0.549983455,8.821716,91.178284,2017.650024,9.107000351,131.6909943,Managed,1,1
2013,19,4,FH,11.8359022,542377.0004,2279055.464,15,26.25737739,16.1,5,0.549983455,8.821716,91.178284,2017.650024,9.107000351,131.6909943,Managed,2,1
2013,21,1,L,2.170669971,543290.5503,2279448.992,15,30.46524287,19.77,7,0.742204056,6.862259,93.137741,1991.839966,29.57799912,298.4949951,Managed,1,1
2013,21,1,FH,17.86323375,543290.5503,2279448.992,15,30.46524287,19.77,7,0.742204056,6.862259,93.137741,1991.839966,29.57799912,298.4949951,Managed,2,1
2013,21,2,L,2.110217903,543298.5617,2279494.387,15,27.17869808,18.13325581,5,0.894111033,6.669914,93.330086,1989.420044,15.71539974,300.7630005,Managed,1,1
2013,21,2,FH,8.617112203,543298.5617,2279494.387,15,27.17869808,18.13325581,5,0.894111033,6.669914,93.330086,1989.420044,15.71539974,300.7630005,Managed,2,1
2013,21,3,L,1.711649534,543329.6984,2279419.875,15,33.71037435,17.5,6,0.557670972,10.816246,89.183754,2005.569946,11.02639961,290.1579895,Managed,1,1
2013,21,3,FH,7.830260675,543329.6984,2279419.875,15,33.71037435,17.5,6,0.557670972,10.816246,89.183754,2005.569946,11.02639961,290.1579895,Managed,2,1
2013,21,4,L,2.738232014,543250.9979,2279432.401,15,32.76803726,17.44,9,0.680367581,8.765656,91.234344,1983.27002,28.09420013,258.4500122,Managed,1,1
2013,21,4,FH,10.21135052,543250.9979,2279432.401,15,32.76803726,17.44,9,0.680367581,8.765656,91.234344,1983.27002,28.09420013,258.4500122,Managed,2,1
